     194      152      165
     145      166       78
     209      213      208
      78      143       87
     143      142      271
      78       55      144
       4      144       55
     122      145      109
     166      145      127
     110      146       81
     146        7       80
     148      174      220
     147      171      112
     214      237      215
     239      176      216
     263      322      262
     178      134      175
     188      150      179
     152      151      100
     151      135      155
     101      164      231
     165      152      101
     126      121      160
     161      154      159
      86      154       91
     159      154      153
     156      135      114
     153      154      155
     189      218      219
     153      155      156
     229      218      189
     229      189      228
     225      224      190
     158      226      160
     160      159      153
     161      159      121
     158      160      153
     126      160      124
     265      121      123
     154      161       65
     136      138      162
      61      163      137
      48      163       63
     267      232      115
     165      101      231
     233      165      231
     127      213      209
     143      166      142
     125      167      126
     109      167      122
      98      169      168
     170      171      169
       5      269      268
      24      203      200
     169      171      168
     169        5      170
     112      171      170
     201       25       22
     173        9       84
       7      173       84
     204      147      112
     220      191      190
     174      148      236
     182      129      132
     256      242      179
     175      182      180
     150      177      179
     179      134      178
     272      177      150
     241      242      243
     176      256      178
     278       67      277
     111      237      183
     178      180      216
     242      246      179
     241      187      259
     129      182      175
     111      182      132
     244      149      247
     183      261      180
     217      239      247
     185      239      216
     261      131      253
     243      217      149
     176      217      242
     278      186       67
     240      244      247
     186      258      257
     114      196      197
     278      188      181
     284      339      338
     174      191      220
     124      222      125
     226      124      160
     193      222      124
     218      192      158
     224      225      288
     226      193      124
     193      192      225
     152      194      135
     234      196      194
     279      281      283
     197      189      114
     234      194      165
     196      195      197
     279      283      280
     195      283      197
     198      323      228
     228      189      197
     235      141      233
     196      234      195
      22        6      201
      29      205       24
     206      201        6
     203      202      173
     206      172      201
     202      203      172
     204      173      147
     200      203      204
     173      204      203
      25      205       29
     203      205      172
      10      206        6
     202      206        9
     122      207      127
      77      174      207
     212      210      208
     208      210      211
     127      209      166
     211      209      208
     116      210      132
     208      236      212
     210      116      211
     271      211      116
     215      212      148
     212      215      237
     207      213      127
     213      174      236
     223      248      220
     242      217      243
     248      215      148
     214      252      237
     178      216      176
     180      185      216
     255      322      254
     239      217      176
     192      218      157
     219      218      158
     158      156      219
     114      219      156
     191      174       77
     221      223      224
     248      214      215
     326      325      329
     193      191      222
      77      222      191
     224       79      292
     223      221      248
     223      190      224
     225      190      193
     157      289      192
     230      288      289
     158      192      226
     226      192      193
     287      324      328
     340      288      230
     198      228      197
     229      228      227
     227      326      229
     229      157      218
     287      285      282
     299      340      329
     232      231      164
     235      232      199
     115      232      164
     235      233      231
     198      281      287
     165      233      234
     234      233      280
     232      235      231
     141      235      199
     212      236      148
     213      236      208
     183      237      131
     210      237      111
     250      214      248
     249      251      250
     217      247      149
     239      185      260
     253      322      260
     261      253      260
     187      245      259
     246      188      179
     149      187      243
     243      187      241
       1      257      245
     259      246      241
     259      258      246
     188      246      181
     242      241      246
     239      184      247
     240      247      184
     248      148      220
     221      291      250
     306      303      312
     293      299      301
     221      250      248
     249      297      251
     254      251      238
     237      252      131
     214      251      252
     252      251      254
     131      252      254
     322      263      184
     255      254      238
     254      253      131
     302      238      297
     255      113      262
     178      256      179
     176      242      256
       1      186      257
     278      258      186
     246      258      181
     245      257      259
     258      259      257
     239      260      184
     261      260      185
     180      261      185
     131      261      183
     113      240      262
     263      262      240
     240      184      263
     260      322      184
      92      264       37
     265       65      161
      56      265      123
      65      265      264
     106      267      136
     136      267      115
     232      267      266
     169       98      269
     128      273      270
     270      269       98
     110      270       98
     130      272      273
     143      271       94
     211      271      142
     276      268      275
     275      270      273
     130      273      128
     277      274      272
     268      269      275
     276      273      272
     270      275      269
     268      276      274
     273      276      275
     188      278      150
     274      277       67
     150      278      277
     258      278      181
     280      195      234
     279       89      281
     141      280      233
     279      280      141
     285      287      281
     283      281      198
     342      336      334
     327      323      286
     197      283      198
     280      283      195
      89      285      281
     324      287      282
     327      325      326
     287      286      323
     224      288       79
     289      288      225
     192      289      225
     230      289      157
     321      113      255
     294      249      291
     250      291      249
     292      291      221
     224      292      221
     299      300       79
     290      301      299
     297      294      298
      79      300      292
     288      340       79
     298      294      293
     302      297      316
     307      305      310
     318      320      315
     306      312      317
     251      297      238
     294      291      300
     301      304      306
     300      291      292
     299      293      300
     294      300      293
     290      304      301
     293      301      306
     316      297      298
     298      317      316
     307      310      313
     311      312      303
     307      290      305
     304      303      306
     304      307      303
     343      334      336
     311      296      312
     298      293      306
     290      307      304
     341      310      305
     296      311      309
     341      308      310
     311      313      309
     314      318      312
     308      309      313
     303      307      313
     302      321      238
     318      295      320
     313      310      308
     303      313      311
     312      296      314
     321      320      319
     317      298      306
     319      320      295
     318      317      312
     316      317      315
     295      318      314
     317      318      315
     321      302      320
     316      315      320
     316      320      302
     113      321      319
     238      321      255
     254      322      253
     262      322      255
     228      323      227
     287      323      198
     330      324      332
     299      329      331
     328      325      327
     330      329      325
     229      326      230
     327      326      227
     323      327      227
     328      327      286
     287      328      286
     330      328      324
     326      329      230
     328      330      325
     324      282      338
     299      331      290
     329      330      331
     333      330      332
     334        0      342
     331      333      290
     330      333      331
     337      343      336
     337      333      332
     333      335      290
     305      335      336
     305      290      335
     337      336      335
     333      337      335
     343      332      284
     338      339      324
     332      324      339
     284      332      339
     329      340      230
     299       79      340
     305        0      341
       0      308      341
       0      305      342
     336      342      305
     332      343      337
